Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
7/26/2021	Ste. Genevieve	Unknown	1
7/23/2021	Ste. Genevieve	Unknown	1
7/22/2021	Ste. Genevieve	Unknown	1
7/20/2021	Ste. Genevieve	Unknown	1
7/15/2021	Ste. Genevieve	Unknown	2
7/13/2021	Ste. Genevieve	Unknown	1
7/12/2021	Ste. Genevieve	Unknown	1
7/8/2021	Ste. Genevieve	Unknown	1
7/7/2021	Ste. Genevieve	Unknown	2
7/2/2021	Ste. Genevieve	Unknown	1
7/1/2021	Ste. Genevieve	Unknown	2
6/28/2021	Ste. Genevieve	Unknown	2
6/26/2021	Ste. Genevieve	Unknown	2
6/25/2021	Ste. Genevieve	Unknown	1
6/24/2021	Ste. Genevieve	Unknown	1
6/23/2021	Ste. Genevieve	Unknown	1
6/22/2021	Ste. Genevieve	Unknown	2
6/21/2021	Ste. Genevieve	Unknown	1
6/17/2021	Ste. Genevieve	Unknown	1
6/16/2021	Ste. Genevieve	Unknown	2
6/15/2021	Ste. Genevieve	Unknown	1
6/14/2021	Ste. Genevieve	Unknown	2
6/11/2021	Ste. Genevieve	Unknown	1
6/8/2021	Ste. Genevieve	Unknown	2
6/7/2021	Ste. Genevieve	Unknown	2
6/6/2021	Ste. Genevieve	Unknown	1
6/5/2021	Ste. Genevieve	Unknown	2
6/4/2021	Ste. Genevieve	Unknown	1
6/2/2021	Ste. Genevieve	Unknown	1
6/1/2021	Ste. Genevieve	Unknown	2
5/26/2021	Ste. Genevieve	Unknown	4
5/25/2021	Ste. Genevieve	Unknown	3
5/24/2021	Ste. Genevieve	Unknown	2
5/21/2021	Ste. Genevieve	Unknown	3
5/20/2021	Ste. Genevieve	Unknown	4
5/19/2021	Ste. Genevieve	Unknown	1
5/18/2021	Ste. Genevieve	Unknown	6
5/17/2021	Ste. Genevieve	Unknown	1
5/15/2021	Ste. Genevieve	Unknown	1
5/14/2021	Ste. Genevieve	Unknown	5
5/13/2021	Ste. Genevieve	Unknown	3
5/12/2021	Ste. Genevieve	Unknown	2
5/11/2021	Ste. Genevieve	Unknown	17
5/10/2021	Ste. Genevieve	Unknown	1
5/7/2021	Ste. Genevieve	Unknown	2
5/6/2021	Ste. Genevieve	Unknown	3
5/5/2021	Ste. Genevieve	Unknown	8
5/4/2021	Ste. Genevieve	Unknown	6
4/30/2021	Ste. Genevieve	Unknown	3
4/29/2021	Ste. Genevieve	Unknown	35
4/28/2021	Ste. Genevieve	Unknown	64
4/27/2021	Ste. Genevieve	Unknown	1
4/25/2021	Ste. Genevieve	Unknown	1
4/23/2021	Ste. Genevieve	Unknown	15
4/22/2021	Ste. Genevieve	Unknown	2
4/21/2021	Ste. Genevieve	Unknown	1
4/20/2021	Ste. Genevieve	Unknown	2
4/19/2021	Ste. Genevieve	Unknown	1
4/16/2021	Ste. Genevieve	Unknown	8
4/15/2021	Ste. Genevieve	Unknown	17
4/14/2021	Ste. Genevieve	Unknown	5
4/12/2021	Ste. Genevieve	Unknown	3
4/10/2021	Ste. Genevieve	Unknown	1
4/9/2021	Ste. Genevieve	Unknown	2
4/8/2021	Ste. Genevieve	Unknown	3
4/7/2021	Ste. Genevieve	Unknown	16
4/6/2021	Ste. Genevieve	Unknown	13
4/5/2021	Ste. Genevieve	Unknown	3
4/2/2021	Ste. Genevieve	Unknown	1
4/1/2021	Ste. Genevieve	Unknown	1
3/31/2021	Ste. Genevieve	Unknown	4
3/30/2021	Ste. Genevieve	Unknown	1
3/26/2021	Ste. Genevieve	Unknown	1
3/25/2021	Ste. Genevieve	Unknown	2
3/24/2021	Ste. Genevieve	Unknown	41
3/22/2021	Ste. Genevieve	Unknown	1
3/20/2021	Ste. Genevieve	Unknown	1
3/17/2021	Ste. Genevieve	Unknown	1
3/12/2021	Ste. Genevieve	Unknown	6
3/11/2021	Ste. Genevieve	Unknown	1
3/9/2021	Ste. Genevieve	Unknown	3
3/8/2021	Ste. Genevieve	Unknown	4
3/5/2021	Ste. Genevieve	Unknown	5
3/4/2021	Ste. Genevieve	Unknown	4
3/3/2021	Ste. Genevieve	Unknown	66
3/2/2021	Ste. Genevieve	Unknown	28
3/1/2021	Ste. Genevieve	Unknown	2
2/27/2021	Ste. Genevieve	Unknown	2
2/26/2021	Ste. Genevieve	Unknown	6
2/25/2021	Ste. Genevieve	Unknown	3
2/24/2021	Ste. Genevieve	Unknown	5
2/23/2021	Ste. Genevieve	Unknown	2
2/22/2021	Ste. Genevieve	Unknown	3
2/21/2021	Ste. Genevieve	Unknown	4
2/19/2021	Ste. Genevieve	Unknown	14
2/18/2021	Ste. Genevieve	Unknown	1
2/17/2021	Ste. Genevieve	Unknown	1
2/12/2021	Ste. Genevieve	Unknown	1
2/11/2021	Ste. Genevieve	Unknown	1
2/8/2021	Ste. Genevieve	Unknown	3
2/4/2021	Ste. Genevieve	Unknown	1
2/3/2021	Ste. Genevieve	Unknown	1
1/29/2021	Ste. Genevieve	Unknown	1
1/28/2021	Ste. Genevieve	Unknown	1
1/27/2021	Ste. Genevieve	Unknown	2
1/26/2021	Ste. Genevieve	Unknown	1
1/19/2021	Ste. Genevieve	Unknown	1
1/14/2021	Ste. Genevieve	Unknown	8
1/13/2021	Ste. Genevieve	Unknown	5
1/12/2021	Ste. Genevieve	Unknown	2
1/11/2021	Ste. Genevieve	Unknown	1
7/26/2021	Ste. Genevieve	Not Hispanic or Latino	2
7/24/2021	Ste. Genevieve	Not Hispanic or Latino	1
7/23/2021	Ste. Genevieve	Not Hispanic or Latino	4
7/22/2021	Ste. Genevieve	Not Hispanic or Latino	19
7/21/2021	Ste. Genevieve	Not Hispanic or Latino	2
7/20/2021	Ste. Genevieve	Not Hispanic or Latino	10
7/19/2021	Ste. Genevieve	Not Hispanic or Latino	3
7/17/2021	Ste. Genevieve	Not Hispanic or Latino	5
7/16/2021	Ste. Genevieve	Not Hispanic or Latino	5
7/15/2021	Ste. Genevieve	Not Hispanic or Latino	10
7/14/2021	Ste. Genevieve	Not Hispanic or Latino	9
7/13/2021	Ste. Genevieve	Not Hispanic or Latino	8
7/12/2021	Ste. Genevieve	Not Hispanic or Latino	3
7/11/2021	Ste. Genevieve	Not Hispanic or Latino	6
7/10/2021	Ste. Genevieve	Not Hispanic or Latino	1
7/9/2021	Ste. Genevieve	Not Hispanic or Latino	3
7/8/2021	Ste. Genevieve	Not Hispanic or Latino	14
7/7/2021	Ste. Genevieve	Not Hispanic or Latino	7
7/6/2021	Ste. Genevieve	Not Hispanic or Latino	13
7/5/2021	Ste. Genevieve	Not Hispanic or Latino	4
7/4/2021	Ste. Genevieve	Not Hispanic or Latino	1
7/3/2021	Ste. Genevieve	Not Hispanic or Latino	2
7/2/2021	Ste. Genevieve	Not Hispanic or Latino	5
7/1/2021	Ste. Genevieve	Not Hispanic or Latino	19
6/30/2021	Ste. Genevieve	Not Hispanic or Latino	9
6/29/2021	Ste. Genevieve	Not Hispanic or Latino	24
6/28/2021	Ste. Genevieve	Not Hispanic or Latino	8
6/27/2021	Ste. Genevieve	Not Hispanic or Latino	2
6/26/2021	Ste. Genevieve	Not Hispanic or Latino	2
6/25/2021	Ste. Genevieve	Not Hispanic or Latino	5
6/24/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/23/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/22/2021	Ste. Genevieve	Not Hispanic or Latino	38
6/21/2021	Ste. Genevieve	Not Hispanic or Latino	4
6/20/2021	Ste. Genevieve	Not Hispanic or Latino	3
6/19/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/18/2021	Ste. Genevieve	Not Hispanic or Latino	8
6/17/2021	Ste. Genevieve	Not Hispanic or Latino	13
6/16/2021	Ste. Genevieve	Not Hispanic or Latino	10
6/15/2021	Ste. Genevieve	Not Hispanic or Latino	27
6/14/2021	Ste. Genevieve	Not Hispanic or Latino	11
6/13/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/12/2021	Ste. Genevieve	Not Hispanic or Latino	11
6/11/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/10/2021	Ste. Genevieve	Not Hispanic or Latino	12
6/9/2021	Ste. Genevieve	Not Hispanic or Latino	22
6/8/2021	Ste. Genevieve	Not Hispanic or Latino	63
6/7/2021	Ste. Genevieve	Not Hispanic or Latino	4
6/6/2021	Ste. Genevieve	Not Hispanic or Latino	6
6/5/2021	Ste. Genevieve	Not Hispanic or Latino	5
6/4/2021	Ste. Genevieve	Not Hispanic or Latino	11
6/3/2021	Ste. Genevieve	Not Hispanic or Latino	11
6/2/2021	Ste. Genevieve	Not Hispanic or Latino	14
6/1/2021	Ste. Genevieve	Not Hispanic or Latino	4
5/31/2021	Ste. Genevieve	Not Hispanic or Latino	2
5/30/2021	Ste. Genevieve	Not Hispanic or Latino	3
5/29/2021	Ste. Genevieve	Not Hispanic or Latino	5
5/28/2021	Ste. Genevieve	Not Hispanic or Latino	3
5/27/2021	Ste. Genevieve	Not Hispanic or Latino	14
5/26/2021	Ste. Genevieve	Not Hispanic or Latino	15
5/25/2021	Ste. Genevieve	Not Hispanic or Latino	68
5/24/2021	Ste. Genevieve	Not Hispanic or Latino	6
5/23/2021	Ste. Genevieve	Not Hispanic or Latino	5
5/22/2021	Ste. Genevieve	Not Hispanic or Latino	4
5/21/2021	Ste. Genevieve	Not Hispanic or Latino	8
5/20/2021	Ste. Genevieve	Not Hispanic or Latino	9
5/19/2021	Ste. Genevieve	Not Hispanic or Latino	30
5/18/2021	Ste. Genevieve	Not Hispanic or Latino	67
5/17/2021	Ste. Genevieve	Not Hispanic or Latino	9
5/16/2021	Ste. Genevieve	Not Hispanic or Latino	5
5/15/2021	Ste. Genevieve	Not Hispanic or Latino	9
5/14/2021	Ste. Genevieve	Not Hispanic or Latino	21
5/13/2021	Ste. Genevieve	Not Hispanic or Latino	10
5/12/2021	Ste. Genevieve	Not Hispanic or Latino	15
5/11/2021	Ste. Genevieve	Not Hispanic or Latino	103
5/10/2021	Ste. Genevieve	Not Hispanic or Latino	19
5/9/2021	Ste. Genevieve	Not Hispanic or Latino	4
5/8/2021	Ste. Genevieve	Not Hispanic or Latino	13
5/7/2021	Ste. Genevieve	Not Hispanic or Latino	30
5/6/2021	Ste. Genevieve	Not Hispanic or Latino	32
5/5/2021	Ste. Genevieve	Not Hispanic or Latino	23
5/4/2021	Ste. Genevieve	Not Hispanic or Latino	94
5/3/2021	Ste. Genevieve	Not Hispanic or Latino	26
5/2/2021	Ste. Genevieve	Not Hispanic or Latino	4
5/1/2021	Ste. Genevieve	Not Hispanic or Latino	9
4/30/2021	Ste. Genevieve	Not Hispanic or Latino	20
4/29/2021	Ste. Genevieve	Not Hispanic or Latino	143
4/28/2021	Ste. Genevieve	Not Hispanic or Latino	187
4/27/2021	Ste. Genevieve	Not Hispanic or Latino	88
4/26/2021	Ste. Genevieve	Not Hispanic or Latino	14
4/25/2021	Ste. Genevieve	Not Hispanic or Latino	5
4/24/2021	Ste. Genevieve	Not Hispanic or Latino	5
4/23/2021	Ste. Genevieve	Not Hispanic or Latino	55
4/22/2021	Ste. Genevieve	Not Hispanic or Latino	41
4/21/2021	Ste. Genevieve	Not Hispanic or Latino	20
4/20/2021	Ste. Genevieve	Not Hispanic or Latino	27
4/19/2021	Ste. Genevieve	Not Hispanic or Latino	11
4/18/2021	Ste. Genevieve	Not Hispanic or Latino	3
4/17/2021	Ste. Genevieve	Not Hispanic or Latino	8
4/16/2021	Ste. Genevieve	Not Hispanic or Latino	42
4/15/2021	Ste. Genevieve	Not Hispanic or Latino	72
4/14/2021	Ste. Genevieve	Not Hispanic or Latino	65
4/13/2021	Ste. Genevieve	Not Hispanic or Latino	27
4/12/2021	Ste. Genevieve	Not Hispanic or Latino	23
4/11/2021	Ste. Genevieve	Not Hispanic or Latino	4
4/10/2021	Ste. Genevieve	Not Hispanic or Latino	22
4/9/2021	Ste. Genevieve	Not Hispanic or Latino	50
4/8/2021	Ste. Genevieve	Not Hispanic or Latino	63
4/7/2021	Ste. Genevieve	Not Hispanic or Latino	92
4/6/2021	Ste. Genevieve	Not Hispanic or Latino	232
4/5/2021	Ste. Genevieve	Not Hispanic or Latino	21
4/3/2021	Ste. Genevieve	Not Hispanic or Latino	2
4/2/2021	Ste. Genevieve	Not Hispanic or Latino	37
4/1/2021	Ste. Genevieve	Not Hispanic or Latino	20
3/31/2021	Ste. Genevieve	Not Hispanic or Latino	62
3/30/2021	Ste. Genevieve	Not Hispanic or Latino	101
3/29/2021	Ste. Genevieve	Not Hispanic or Latino	5
3/28/2021	Ste. Genevieve	Not Hispanic or Latino	2
3/27/2021	Ste. Genevieve	Not Hispanic or Latino	1
3/26/2021	Ste. Genevieve	Not Hispanic or Latino	15
3/25/2021	Ste. Genevieve	Not Hispanic or Latino	16
3/24/2021	Ste. Genevieve	Not Hispanic or Latino	308
3/23/2021	Ste. Genevieve	Not Hispanic or Latino	13
3/22/2021	Ste. Genevieve	Not Hispanic or Latino	6
3/21/2021	Ste. Genevieve	Not Hispanic or Latino	2
3/20/2021	Ste. Genevieve	Not Hispanic or Latino	6
3/19/2021	Ste. Genevieve	Not Hispanic or Latino	11
3/18/2021	Ste. Genevieve	Not Hispanic or Latino	20
3/17/2021	Ste. Genevieve	Not Hispanic or Latino	10
3/16/2021	Ste. Genevieve	Not Hispanic or Latino	11
3/15/2021	Ste. Genevieve	Not Hispanic or Latino	7
3/14/2021	Ste. Genevieve	Not Hispanic or Latino	2
3/13/2021	Ste. Genevieve	Not Hispanic or Latino	13
3/12/2021	Ste. Genevieve	Not Hispanic or Latino	52
3/11/2021	Ste. Genevieve	Not Hispanic or Latino	12
3/10/2021	Ste. Genevieve	Not Hispanic or Latino	4
3/9/2021	Ste. Genevieve	Not Hispanic or Latino	78
3/8/2021	Ste. Genevieve	Not Hispanic or Latino	49
3/7/2021	Ste. Genevieve	Not Hispanic or Latino	1
3/6/2021	Ste. Genevieve	Not Hispanic or Latino	4
3/5/2021	Ste. Genevieve	Not Hispanic or Latino	48
3/4/2021	Ste. Genevieve	Not Hispanic or Latino	15
3/3/2021	Ste. Genevieve	Not Hispanic or Latino	239
3/2/2021	Ste. Genevieve	Not Hispanic or Latino	372
3/1/2021	Ste. Genevieve	Not Hispanic or Latino	6
2/27/2021	Ste. Genevieve	Not Hispanic or Latino	10
2/26/2021	Ste. Genevieve	Not Hispanic or Latino	91
2/25/2021	Ste. Genevieve	Not Hispanic or Latino	26
2/24/2021	Ste. Genevieve	Not Hispanic or Latino	64
2/23/2021	Ste. Genevieve	Not Hispanic or Latino	16
2/22/2021	Ste. Genevieve	Not Hispanic or Latino	18
2/20/2021	Ste. Genevieve	Not Hispanic or Latino	4
2/19/2021	Ste. Genevieve	Not Hispanic or Latino	130
2/18/2021	Ste. Genevieve	Not Hispanic or Latino	13
2/17/2021	Ste. Genevieve	Not Hispanic or Latino	4
2/16/2021	Ste. Genevieve	Not Hispanic or Latino	34
2/15/2021	Ste. Genevieve	Not Hispanic or Latino	36
2/14/2021	Ste. Genevieve	Not Hispanic or Latino	3
2/13/2021	Ste. Genevieve	Not Hispanic or Latino	11
2/12/2021	Ste. Genevieve	Not Hispanic or Latino	157
2/11/2021	Ste. Genevieve	Not Hispanic or Latino	38
2/10/2021	Ste. Genevieve	Not Hispanic or Latino	16
2/9/2021	Ste. Genevieve	Not Hispanic or Latino	19
2/8/2021	Ste. Genevieve	Not Hispanic or Latino	22
2/7/2021	Ste. Genevieve	Not Hispanic or Latino	1
2/6/2021	Ste. Genevieve	Not Hispanic or Latino	3
2/5/2021	Ste. Genevieve	Not Hispanic or Latino	8
2/4/2021	Ste. Genevieve	Not Hispanic or Latino	14
2/3/2021	Ste. Genevieve	Not Hispanic or Latino	2
2/2/2021	Ste. Genevieve	Not Hispanic or Latino	6
2/1/2021	Ste. Genevieve	Not Hispanic or Latino	10
1/30/2021	Ste. Genevieve	Not Hispanic or Latino	1
1/29/2021	Ste. Genevieve	Not Hispanic or Latino	38
1/28/2021	Ste. Genevieve	Not Hispanic or Latino	17
1/27/2021	Ste. Genevieve	Not Hispanic or Latino	69
1/26/2021	Ste. Genevieve	Not Hispanic or Latino	55
1/25/2021	Ste. Genevieve	Not Hispanic or Latino	12
1/24/2021	Ste. Genevieve	Not Hispanic or Latino	1
1/23/2021	Ste. Genevieve	Not Hispanic or Latino	1
1/22/2021	Ste. Genevieve	Not Hispanic or Latino	5
1/21/2021	Ste. Genevieve	Not Hispanic or Latino	6
1/20/2021	Ste. Genevieve	Not Hispanic or Latino	10
1/19/2021	Ste. Genevieve	Not Hispanic or Latino	6
1/18/2021	Ste. Genevieve	Not Hispanic or Latino	3
1/16/2021	Ste. Genevieve	Not Hispanic or Latino	1
1/15/2021	Ste. Genevieve	Not Hispanic or Latino	2
1/14/2021	Ste. Genevieve	Not Hispanic or Latino	12
1/13/2021	Ste. Genevieve	Not Hispanic or Latino	10
1/12/2021	Ste. Genevieve	Not Hispanic or Latino	8
1/11/2021	Ste. Genevieve	Not Hispanic or Latino	11
1/9/2021	Ste. Genevieve	Not Hispanic or Latino	4
1/8/2021	Ste. Genevieve	Not Hispanic or Latino	18
1/7/2021	Ste. Genevieve	Not Hispanic or Latino	5
1/6/2021	Ste. Genevieve	Not Hispanic or Latino	3
1/5/2021	Ste. Genevieve	Not Hispanic or Latino	2
1/4/2021	Ste. Genevieve	Not Hispanic or Latino	1
1/2/2021	Ste. Genevieve	Not Hispanic or Latino	1
12/30/2020	Ste. Genevieve	Not Hispanic or Latino	1
7/22/2021	Ste. Genevieve	Hispanic or Latino	1
7/20/2021	Ste. Genevieve	Hispanic or Latino	1
7/19/2021	Ste. Genevieve	Hispanic or Latino	1
7/15/2021	Ste. Genevieve	Hispanic or Latino	1
7/13/2021	Ste. Genevieve	Hispanic or Latino	1
6/26/2021	Ste. Genevieve	Hispanic or Latino	1
6/25/2021	Ste. Genevieve	Hispanic or Latino	2
6/23/2021	Ste. Genevieve	Hispanic or Latino	1
6/21/2021	Ste. Genevieve	Hispanic or Latino	1
6/15/2021	Ste. Genevieve	Hispanic or Latino	1
6/12/2021	Ste. Genevieve	Hispanic or Latino	1
6/9/2021	Ste. Genevieve	Hispanic or Latino	1
6/8/2021	Ste. Genevieve	Hispanic or Latino	4
6/4/2021	Ste. Genevieve	Hispanic or Latino	1
6/3/2021	Ste. Genevieve	Hispanic or Latino	1
5/27/2021	Ste. Genevieve	Hispanic or Latino	2
5/26/2021	Ste. Genevieve	Hispanic or Latino	1
5/25/2021	Ste. Genevieve	Hispanic or Latino	1
5/20/2021	Ste. Genevieve	Hispanic or Latino	1
5/18/2021	Ste. Genevieve	Hispanic or Latino	2
5/17/2021	Ste. Genevieve	Hispanic or Latino	1
5/14/2021	Ste. Genevieve	Hispanic or Latino	2
5/12/2021	Ste. Genevieve	Hispanic or Latino	1
5/11/2021	Ste. Genevieve	Hispanic or Latino	2
5/10/2021	Ste. Genevieve	Hispanic or Latino	1
5/4/2021	Ste. Genevieve	Hispanic or Latino	1
4/29/2021	Ste. Genevieve	Hispanic or Latino	3
4/28/2021	Ste. Genevieve	Hispanic or Latino	1
4/27/2021	Ste. Genevieve	Hispanic or Latino	3
4/26/2021	Ste. Genevieve	Hispanic or Latino	1
4/24/2021	Ste. Genevieve	Hispanic or Latino	1
4/23/2021	Ste. Genevieve	Hispanic or Latino	1
4/21/2021	Ste. Genevieve	Hispanic or Latino	3
4/20/2021	Ste. Genevieve	Hispanic or Latino	1
4/14/2021	Ste. Genevieve	Hispanic or Latino	2
4/10/2021	Ste. Genevieve	Hispanic or Latino	4
4/9/2021	Ste. Genevieve	Hispanic or Latino	2
4/8/2021	Ste. Genevieve	Hispanic or Latino	1
4/7/2021	Ste. Genevieve	Hispanic or Latino	1
3/25/2021	Ste. Genevieve	Hispanic or Latino	1
3/24/2021	Ste. Genevieve	Hispanic or Latino	3
3/16/2021	Ste. Genevieve	Hispanic or Latino	1
3/13/2021	Ste. Genevieve	Hispanic or Latino	1
3/12/2021	Ste. Genevieve	Hispanic or Latino	3
3/3/2021	Ste. Genevieve	Hispanic or Latino	3
3/2/2021	Ste. Genevieve	Hispanic or Latino	2
2/27/2021	Ste. Genevieve	Hispanic or Latino	7
2/26/2021	Ste. Genevieve	Hispanic or Latino	2
2/25/2021	Ste. Genevieve	Hispanic or Latino	1
2/24/2021	Ste. Genevieve	Hispanic or Latino	1
2/19/2021	Ste. Genevieve	Hispanic or Latino	2
2/16/2021	Ste. Genevieve	Hispanic or Latino	2
2/10/2021	Ste. Genevieve	Hispanic or Latino	1
2/1/2021	Ste. Genevieve	Hispanic or Latino	1
1/27/2021	Ste. Genevieve	Hispanic or Latino	1
1/14/2021	Ste. Genevieve	Hispanic or Latino	2
1/13/2021	Ste. Genevieve	Hispanic or Latino	1
7/24/2021	Stoddard	Unknown	3
7/23/2021	Stoddard	Unknown	3
7/22/2021	Stoddard	Unknown	2
7/21/2021	Stoddard	Unknown	3
7/20/2021	Stoddard	Unknown	1
7/18/2021	Stoddard	Unknown	2
7/16/2021	Stoddard	Unknown	2
7/15/2021	Stoddard	Unknown	4
7/12/2021	Stoddard	Unknown	4
7/7/2021	Stoddard	Unknown	3
7/6/2021	Stoddard	Unknown	2
7/5/2021	Stoddard	Unknown	1
7/2/2021	Stoddard	Unknown	3
6/30/2021	Stoddard	Unknown	1
6/29/2021	Stoddard	Unknown	1
6/26/2021	Stoddard	Unknown	2
6/24/2021	Stoddard	Unknown	6
6/23/2021	Stoddard	Unknown	1
6/22/2021	Stoddard	Unknown	4
6/21/2021	Stoddard	Unknown	1
6/19/2021	Stoddard	Unknown	1
6/18/2021	Stoddard	Unknown	5
6/17/2021	Stoddard	Unknown	1
6/16/2021	Stoddard	Unknown	2
6/15/2021	Stoddard	Unknown	1
6/14/2021	Stoddard	Unknown	2
6/12/2021	Stoddard	Unknown	3
6/11/2021	Stoddard	Unknown	1
6/10/2021	Stoddard	Unknown	4
6/9/2021	Stoddard	Unknown	2
6/8/2021	Stoddard	Unknown	1
6/7/2021	Stoddard	Unknown	5
6/4/2021	Stoddard	Unknown	4
6/3/2021	Stoddard	Unknown	4
6/2/2021	Stoddard	Unknown	2
6/1/2021	Stoddard	Unknown	1
5/31/2021	Stoddard	Unknown	1
5/28/2021	Stoddard	Unknown	1
5/26/2021	Stoddard	Unknown	1
5/25/2021	Stoddard	Unknown	2
5/24/2021	Stoddard	Unknown	6
5/23/2021	Stoddard	Unknown	1
5/21/2021	Stoddard	Unknown	4
5/20/2021	Stoddard	Unknown	5
5/19/2021	Stoddard	Unknown	1
5/18/2021	Stoddard	Unknown	4
5/17/2021	Stoddard	Unknown	7
5/16/2021	Stoddard	Unknown	1
5/15/2021	Stoddard	Unknown	1
5/14/2021	Stoddard	Unknown	3
5/12/2021	Stoddard	Unknown	6
5/11/2021	Stoddard	Unknown	3
5/9/2021	Stoddard	Unknown	1
5/7/2021	Stoddard	Unknown	24
5/6/2021	Stoddard	Unknown	5
5/5/2021	Stoddard	Unknown	3
5/3/2021	Stoddard	Unknown	3
4/30/2021	Stoddard	Unknown	10
4/29/2021	Stoddard	Unknown	5
4/28/2021	Stoddard	Unknown	3
4/26/2021	Stoddard	Unknown	8
4/23/2021	Stoddard	Unknown	8
4/22/2021	Stoddard	Unknown	8
4/21/2021	Stoddard	Unknown	4
4/20/2021	Stoddard	Unknown	14
4/19/2021	Stoddard	Unknown	2
4/18/2021	Stoddard	Unknown	3
4/17/2021	Stoddard	Unknown	1
4/16/2021	Stoddard	Unknown	120
4/15/2021	Stoddard	Unknown	9
4/14/2021	Stoddard	Unknown	15
4/13/2021	Stoddard	Unknown	29
4/12/2021	Stoddard	Unknown	6
4/9/2021	Stoddard	Unknown	12
4/8/2021	Stoddard	Unknown	18
4/7/2021	Stoddard	Unknown	21
4/6/2021	Stoddard	Unknown	26
4/5/2021	Stoddard	Unknown	26
4/3/2021	Stoddard	Unknown	5
4/2/2021	Stoddard	Unknown	4
4/1/2021	Stoddard	Unknown	4
3/31/2021	Stoddard	Unknown	135
3/30/2021	Stoddard	Unknown	55
3/29/2021	Stoddard	Unknown	1
3/27/2021	Stoddard	Unknown	4
3/26/2021	Stoddard	Unknown	3
3/25/2021	Stoddard	Unknown	11
3/24/2021	Stoddard	Unknown	9
3/23/2021	Stoddard	Unknown	71
3/22/2021	Stoddard	Unknown	6
3/20/2021	Stoddard	Unknown	4
3/19/2021	Stoddard	Unknown	7
3/18/2021	Stoddard	Unknown	2
3/17/2021	Stoddard	Unknown	22
3/16/2021	Stoddard	Unknown	1
3/15/2021	Stoddard	Unknown	1
3/13/2021	Stoddard	Unknown	3
3/12/2021	Stoddard	Unknown	16
3/11/2021	Stoddard	Unknown	3
3/10/2021	Stoddard	Unknown	2
3/9/2021	Stoddard	Unknown	6
3/8/2021	Stoddard	Unknown	11
3/6/2021	Stoddard	Unknown	1
3/5/2021	Stoddard	Unknown	114
3/4/2021	Stoddard	Unknown	22
3/3/2021	Stoddard	Unknown	3
3/2/2021	Stoddard	Unknown	4
3/1/2021	Stoddard	Unknown	13
2/27/2021	Stoddard	Unknown	1
2/26/2021	Stoddard	Unknown	9
2/25/2021	Stoddard	Unknown	8
2/24/2021	Stoddard	Unknown	165
2/23/2021	Stoddard	Unknown	3
2/22/2021	Stoddard	Unknown	5
2/20/2021	Stoddard	Unknown	2
2/19/2021	Stoddard	Unknown	15
2/18/2021	Stoddard	Unknown	1
2/17/2021	Stoddard	Unknown	4
2/16/2021	Stoddard	Unknown	4
2/14/2021	Stoddard	Unknown	1
2/13/2021	Stoddard	Unknown	5
2/12/2021	Stoddard	Unknown	67
2/11/2021	Stoddard	Unknown	4
2/10/2021	Stoddard	Unknown	5
2/9/2021	Stoddard	Unknown	25
2/8/2021	Stoddard	Unknown	6
2/5/2021	Stoddard	Unknown	9
2/4/2021	Stoddard	Unknown	1
2/3/2021	Stoddard	Unknown	5
2/2/2021	Stoddard	Unknown	27
2/1/2021	Stoddard	Unknown	17
1/29/2021	Stoddard	Unknown	9
1/28/2021	Stoddard	Unknown	2
1/27/2021	Stoddard	Unknown	2
1/26/2021	Stoddard	Unknown	17
1/22/2021	Stoddard	Unknown	1
1/21/2021	Stoddard	Unknown	1
1/18/2021	Stoddard	Unknown	1
1/15/2021	Stoddard	Unknown	1
1/12/2021	Stoddard	Unknown	13
1/11/2021	Stoddard	Unknown	1
1/8/2021	Stoddard	Unknown	13
1/7/2021	Stoddard	Unknown	1
12/23/2020	Stoddard	Unknown	1
7/26/2021	Stoddard	Not Hispanic or Latino	4
7/25/2021	Stoddard	Not Hispanic or Latino	3
7/24/2021	Stoddard	Not Hispanic or Latino	2
7/23/2021	Stoddard	Not Hispanic or Latino	18
7/22/2021	Stoddard	Not Hispanic or Latino	18
7/21/2021	Stoddard	Not Hispanic or Latino	11
7/20/2021	Stoddard	Not Hispanic or Latino	9
7/19/2021	Stoddard	Not Hispanic or Latino	9
7/18/2021	Stoddard	Not Hispanic or Latino	2
7/17/2021	Stoddard	Not Hispanic or Latino	2
7/16/2021	Stoddard	Not Hispanic or Latino	17
7/15/2021	Stoddard	Not Hispanic or Latino	8
7/14/2021	Stoddard	Not Hispanic or Latino	9
7/13/2021	Stoddard	Not Hispanic or Latino	7
7/12/2021	Stoddard	Not Hispanic or Latino	3
7/11/2021	Stoddard	Not Hispanic or Latino	2
7/10/2021	Stoddard	Not Hispanic or Latino	6
7/9/2021	Stoddard	Not Hispanic or Latino	15
7/8/2021	Stoddard	Not Hispanic or Latino	11
7/7/2021	Stoddard	Not Hispanic or Latino	9
7/6/2021	Stoddard	Not Hispanic or Latino	2
7/5/2021	Stoddard	Not Hispanic or Latino	17
7/3/2021	Stoddard	Not Hispanic or Latino	3
